noi_permit_number,project_name,latitude,longitude,receiving_waters,total_land_area,estimated_area,construct_start,construct_end
6114,Greenwood Life Community,38.820771,-75.619787,Headwaters Nanticoke River,43.7,30.7,4/1/2020,12/15/2021
6115,Newark Commons Daycare,39.686936,-75.725317,Upper White Clay Creek,22.6,2.4,2/3/2020,1/3/2022
6116,Deep Branch Plaza,38.9077,-75.4113,Middle Mispillion River,10.4,8,3/2/2020,12/30/2022
6117,"Project 2019-067, Bloom Energy West Yard, Parking, and Loading Dock Expansion",39.6622,-75.7603,Upper Christina River,50,7.5,12/19/2019,2/14/2020
6118,Delaware Center for Excellence,38.888943,-75.38919,Middle Mispillion River,1,1,4/1/2020,8/31/2020
6119,Richard A. Shields Elementary School Rennovations and Additions,38.768615,-75.146354,Canary Creek-Broadkill River,18.5,9.5,4/17/2020,6/30/2022
6120,2020 McGee Tax Ditch Maintenance Dipout,38.675896,-75.387263,Cow Bridge Branch-Indian River,11.3,11.3,11/25/2019,11/25/2020
6121,2020 Ellendale Tax Ditch Maintenance Dipout,38.785852,-75.44088,Gravelly Branch,5.66,5.66,12/9/2019,12/9/2020
6122,Warrington Family Townhomes,38.691076,-75.126892,Herring Creek-Rehoboth Bay,5.6,5.6,4/1/2020,10/2/2020
6123,Coastal Corner - New NOI,38.5567,-75.0834,White Creek-Indian River Bay,2.4,2.6,1/1/2020,1/1/2021
6124,"T201906109 Pave & Rehab, North IX, 2019 Interstate 95",39.702222,-75.603889,Lower Christina River,2.8,2.8,4/1/2020,12/31/2020
6125,STAR Campus 5 AC Demo,39.664262,-75.75705,Upper Christina River,164,6.3,1/15/2020,1/29/2021
6126,Philadelphia Arms Townhomes,38.793374,-75.433684,Gravelly Branch,19.8,3.4,9/30/2019,11/30/2020
6127,Bayside - Village A,38.465761,-75.104024,Assawoman Bay,41.95,28.52,4/1/2020,9/1/2022
6128,Bayside - Weidman Parcel,38.452647,-75.109011,Assawoman Bay,71.38,19.6,12/1/2019,7/1/2021
6129,DSWA - Newark Recycling Center,39.617088,-75.760705,Muddy Run,9.2,3.1,3/30/2020,10/30/2020
6130,Dash-In #488,39.715027,-75.740441,Upper White Clay Creek,1.5,1,1/1/2021,4/1/2021
6131,Dash-In #285,39.747423,-75.610766,Little Mill Creek,0.95,1.2,12/1/2020,3/1/2021
6132,Alston's Walk,39.221743,-75.58627,Upper Leipsic River,15.21,10.6,4/1/2020,10/31/2021
6133,T201901101 Miller Road Streetscape Improvements,39.7678,-75.5344,Lower Brandywine Creek,1.1,1.1,7/1/2020,12/31/2020
6134,The Vineyards at Nassau Valley - Commercial,38.744282,-75.191756,Herring Creek-Rehoboth Bay,80.6,10.3,3/1/2020,11/30/2020
6135,T201906306 Slaughter Beach Road Rehabilitation,38.89,-75.323,Slaughter Creek,5.8,5.8,5/1/2020,10/1/2020
6136,NCC Southern Library,39.448995,-75.711279,Drawyer Creek-Appoquinimink River,7.9,7.9,5/1/2020,7/1/2021
6137,Angola Beach Estates,38.662075,-75.168435,Love Creek-Rehoboth Bay,5.7,4.3,3/1/2019,3/31/2025
6138,Camoirano,39.782243,-75.709613,Lower White Clay Creek,19.9,10.4,11/1/2019,12/31/2022
6139,TESI Milton WWTP,38.763556,-75.295419,Round Pole Branch-Broadkill River,5,5.24,6/1/2020,9/1/2021
6140,Frankford Business Park,38.506709,-75.236567,Vines Creek-Indian River,8.77,10.62,5/1/2020,5/1/2021
6141,"T201601103, Sr 48, Sr 141 to Union St PAR Imrovements",39.7525,-75.5883,Little Mill Creek,1.3,1.3,5/1/2020,3/1/2021
6142,Dagsboro Trace,38.551097,-75.214102,Vines Creek-Indian River,21.7,18.8,11/1/2006,1/29/2021
6143,"Line ""P"" Interconnect Project- Phase 2/3",39.689101,-75.576501,Broad Duke Canal-Delaware River,8.72,8.72,2/3/2020,7/31/2021
6144,Red Lion Mini Storage Lot 2,39.615534,-75.647592,Red Lion Creek-Delaware River,8,5.5,1/1/2019,1/1/2024
6145,St. Andrews Center,39.616568,-75.697437,Muddy Run,2.7,2.3,9/1/2019,9/1/2024
6146,DelDOT SR-72 Wrangle Hill Relocation,39.585725,-75.673199,Red Lion Creek-Delaware River,10.12,10.12,6/17/2020,2/25/2021
6147,Park Avenue Warehouses,38.658,-75.626,Clear Brook-Nanticoke River,4.9,4.9,5/1/2020,3/31/2021
6148,BAKER FARM PROJECT,39.499856,-75.658613,Augustine Creek,65.3,65.3,2/14/2020,9/21/2023
6149,King Residential Development,39.110111,-75.540799,Issac Branch,13.7,12.9,1/1/2020,1/1/2022
6150,"Delaware River Industrial Park, LLC",39.708959,-75.516316,Broad Duke Canal-Delaware River,13.51,6.94,3/1/2020,3/1/2021
6151,New Castle County Southern Paramedic Station #5,39.454555,-75.71731,Drawyer Creek-Appoquinimink River,2.9,0.8,4/1/2020,12/31/2020
6152,Citation Meadows Subdivision ,38.57163,-75.349026,Long Drain Ditch-Betts Pond,54.4,55.5,8/3/2020,1/2/2023
6153,Del-Mar Energy Pathway Project - Millsboro Controller Upgrade,38.596757,-75.327563,Cow Bridge Branch-Indian River,6.9,6.9,6/1/2020,9/1/2020
6154,Boxwood Addition,39.726499,-75.601729,Little Mill Creek,1.45,1.45,2/17/2020,6/1/2020
6155,Schooner Landing ,38.462501,-75.201064,St. Martin River,65,58.1,4/1/2020,10/15/2021
6156,T201804301 Georgetown East Gateway Improvements,38.6994,-75.3686,Round Pole Branch-Broadkill River,22.8,22.8,6/1/2020,12/31/2021
6157,Rodney Complex Park and Stormwater Facilities,39.682105,-75.759118,Upper Christina River,7.5,7.5,3/2/2020,10/31/2020
6158,321 Hillside Road,39.679798,-75.762803,Upper Christina River,7,5.7,2/1/2020,2/1/2025
6159,Shields,39.509421,-75.741636,C&D Canal West-Back Creek,16.71,2.3,2/24/2020,12/31/2020
6160,Southern Landing,38.544018,-75.101009,White Creek-Indian River Bay,7.1,7.1,4/1/2020,6/1/2021
6161,T201606121 - Pavement & Rehabilitation North XXI,39.7064,-75.5669,Lower Christina River,2.6,2.6,3/9/2020,12/31/2020
6162,Capstone Sales Center ,38.735142,-75.237098,Canary Creek-Broadkill River,1.97,1.5,5/1/2020,9/4/2020
6163,Parcel E-2 Levels Business Park,39.44,-75.7455,Bohemia River,8.4,2.9,3/9/2020,12/7/2020
6164,Middletown Microtel Hotel ,39.453713,-75.725967,Drawyer Creek-Appoquinimink River,9.17,8.33,3/18/2020,9/9/2020
6165,287 East Main Street,39.683353,-75.741453,Upper White Clay Creek,1.14,1.17,4/13/2020,9/30/2021
6166,Lot 2 Rockspring,39.7951,-75.5831,Lower Brandywine Creek,2.9,2.5,3/2/2020,8/3/2020
6167,River House Multi-Family,39.733572,-75.549576,Lower Christina River,2.3,2,5/1/2020,5/1/2025
6168,Big Oyster Site Expansion,38.76,-75.1447,Canary Creek-Broadkill River,2.06,1.4,4/1/2020,4/1/2021
6169,Newark Army Reserve Center,39.684545,-75.730253,Upper White Clay Creek,9,6,6/1/2020,1/1/2022
6170,Humphries Construction Company,38.839131,-75.581831,Headwaters Nanticoke River,2.88,2.88,6/5/2020,8/14/2020
6171,JPMO1705 - Pave Rehabilitation and Lighting Replacement Phase 3,39.694483,-75.648216,Lower White Clay Creek,155.5,3.1,6/1/2020,12/15/2020
6172,Panera Bread at Middletown Market Place,39.450586,-75.725735,Drawyer Creek-Appoquinimink River,1.5,1.4,4/1/2020,1/1/2021
6173,Cochran Street Extended,39.448,-75.709,Drawyer Creek-Appoquinimink River,3.7,3.7,4/13/2020,9/13/2020
6174,Del-Mar Energy Pathway Project - East Sussex Extension,38.680202,-75.367479,Cow Bridge Branch-Indian River,66.9,66.9,5/1/2020,12/31/2020
6175,Newark Charter Middle School,39.6597,-75.7782,Upper Christina River,28.36,9.3,3/2/2020,8/21/2020
6176,Cavan Seaford,38.655372,-75.625309,Clear Brook-Nanticoke River,2.5,2.2,5/1/2020,10/31/2020
6177,Grotto Pizza Peninsula Crossing,38.5723,-75.2851,Swan Creek-Indian River,1.9,1.9,4/15/2020,4/15/2021
6178,Rosemary Road Warehouses,39.150878,-75.488637,Little River-Delaware Bay,2.9,2.9,6/1/2020,5/31/2021
6179,Hocker's Super Center - Car Wash,38.5497,-75.1289,White Creek-Indian River Bay,9.2,1.9,3/30/2020,3/29/2021
6180,"Rose Industries, LLC",39.030429,-75.56542,Spring  Creek,8.1,4.2,4/1/2020,12/31/2020
6181,Sweetbay,38.482366,-75.14589,Little Assawoman Bay,43.8,23.6,6/1/2020,2/1/2021
6182,Howard T. Ennis School,38.631779,-75.322183,Cow Bridge Branch-Indian River,32.4,24.5,10/1/2020,10/1/2025
6183,Citizen Hose Co. No.1,39.298928,-75.608213,Duck Creek,1.4,0.3,6/1/2020,10/31/2020
6184,Delaware Solid Waste Authority - Administration Building,39.150748,-75.49824,Little River-Delaware Bay,7.33,3.89,6/1/2020,7/1/2021
6185,Highlands Back Creek Bohemia Mill Road Water main Extension,39.481087,-75.755535,Bohemia River,4.2,4.2,8/3/2020,10/30/2020
6186,Redeemed Christian Church of God Father's House Assembly,39.132838,-75.519328,Lower Saint Jones River,2,1.8,5/18/2020,6/30/2021
6187,Hares Corner-Red Lion Transmission Rebuild,39.60929,-75.629874,Red Lion Creek-Delaware River,17.16,1.29,9/8/2020,12/14/2020
6188,Port of Wilmington Yard Densification Project - Phase 1,39.71,-76.08,NULL,147.7,1.6,4/27/2020,10/30/2020
6189,Rockwood Parcel 1-B - Clubhouse and Swimming Pool,39.622,-75.675,Red Lion Creek-Delaware River,44.2,0.9,4/1/2020,11/30/2020
6190,Delaware airpark - terminal Apron Expansion,39.218685,-75.595771,Upper Leipsic River,283.4,4.7,4/1/2021,11/1/2021
6191,650 Churchmans Road,39.667409,-75.608972,Army Creek-Delaware River,56.2,63.7,9/1/2020,9/1/2022
6193,Fieldstone - Revised,38.7184,-75.1649,Herring Creek-Rehoboth Bay,200.7,114.7,4/1/2020,4/1/2027
6194,Dollar General - Camden,39.12181,-75.532754,Issac Branch,1.68,1.7,6/1/2020,6/1/2021
6195,Middletown Market Place Lot 4,39.45199,-75.723524,Drawyer Creek-Appoquinimink River,7.4,1.3,5/21/2020,4/29/2021
6196,New Castle Avenue Redevelopment,39.695267,-75.55695,Broad Duke Canal-Delaware River,3.6,3.6,8/1/2020,8/1/2021
6197,Zoar Road Substation-2020,38.646876,-75.285434,Cow Bridge Branch-Indian River,3.9,1.2,9/1/2020,8/31/2021
6198,"T201907601, Br 3-155N&S on Sr 1 over Broadkill River",38.790556,-75.251667,Beaverdam Creek-Broadkill River,1.5,1.5,1/4/2021,12/31/2021
6199,SAFStor Bellevue RD,39.64896,-75.73721,Upper Christina River,2.3,2.3,6/15/2020,6/15/2021
6200,SAFStor Chapman RD,39.665156,-75.674799,Middle Christina River,4.1,4.1,8/1/2020,8/1/2021
6201,East Park Business Center,38.6579,-75.6077,Clear Brook-Nanticoke River,7.89,4.8,6/1/2020,5/7/2021
6202,Wilmington Hospital Garage,39.750087,-75.550381,Lower Brandywine Creek,10.9,2.2,5/15/2020,6/30/2021
6203,"T201904003, Rehab of Br 3-155 N&S Median Crossovers",38.790556,-75.251667,Beaverdam Creek-Broadkill River,1.5,1.5,10/1/2020,12/31/2021
6204,Seaglass (pka Herola),38.726961,-75.135007,Rehoboth Canal-Rehoboth Bay,18.79,18.79,8/14/2020,8/14/2023
6205,Asbury Square,38.996607,-75.456015,Murderkill River-Town of South Bowers,16.5,12,9/1/2020,9/1/2022
6206,Huff Road to SRRF Forcemain Extension,38.786786,-75.340793,Primehook Creek,3.2,3.2,11/1/2020,5/1/2021
6207,Gulftainer Warehouse G2,39.713287,-75.528887,Broad Duke Canal-Delaware River,147.7,1.3,7/15/2020,12/31/2020
6208,LEWES WATERFRONT PRESERVE,38.768076,-75.162231,Canary Creek-Broadkill River,34.6,16.6,10/26/2020,10/26/2023
6209,Sycamore Chase,38.507178,-75.130152,Little Assawoman Bay,47.7,51,9/1/2020,7/1/2021
6210,Belle Terre - Phase 2,38.713375,-75.164303,Herring Creek-Rehoboth Bay,59,41.5,6/1/2020,6/1/2022
6211,"1401, 1501 & 1521 Johnson Way",39.65963,-75.58415,Army Creek-Delaware River,15,7.1,4/1/2020,7/1/2020
6214,Riverside - Phase 1,39.748853,-75.524909,Lower Brandywine Creek,3,3.8,6/1/2020,12/30/2021
6215,El Rancho,38.478,-75.1602,Little Assawoman Bay,3.4,4,8/3/2020,8/2/2021
6216,Texas Roadhouse - Millsboro DE,38.57281,-75.28546,Swan Creek-Indian River,1.9,1.8,1/30/2021,5/31/2021
6217,SMYRNA FARMERS MARKET @ GLENWOOD AVENUE,39.297171,-75.617262,Duck Creek,12.3,7,4/1/2020,4/1/2021
6218,H & D Townhouses 2020,38.522778,-75.126111,Little Assawoman Bay,10.9,9.9,11/1/2019,6/1/2022
6219,White's Pond Meadow,38.765251,-75.139791,Canary Creek-Broadkill River,80.6,37,5/3/2021,12/31/2026
6220,Beach Community Car Wash,38.54963,-75.124057,White Creek-Indian River Bay,1.17,1.32,7/1/2020,7/1/2021
6221,"Kingdom Worship Ministries, Inc.",38.8558,-75.3488,Lower Cedar Creek,1.7,1.4,6/1/2020,9/1/2020
6222,Avenue North Mixed Use Resubdivision,39.7867,-75.5498,Lower Brandywine Creek,79,30,8/15/2020,8/15/2023
6223,6733 & 6740 Partial Rebuild,38.590984,-75.062189,White Creek-Indian River Bay,25.4,3,9/21/2020,12/11/2020
6224,The Lodge at Historic Lewes - Revised,38.7603,-75.1476,Canary Creek-Broadkill River,8.41,12.3,8/3/2020,8/31/2022
6225,FMC Stine Research Center Building S320 Expansion,39.66628,-75.78702,Upper Christina River,234.7,1.2,4/1/2020,7/1/2021
6226,Interim Remedial Action Agricultural Chemical Laboratory Site,39.763122,-75.648275,Red Clay Creek,51.2,10,7/6/2020,9/30/2020
6227,Asbury Square Hotel,38.998961,-75.455656,Murderkill River-Town of South Bowers,4.6,4.6,9/1/2020,9/1/2022
6228,The Learning Experience - Newark,39.674259,-75.702271,Middle Christina River,4.5,1.8,8/3/2020,10/30/2020
6229,Tower Hill,38.763606,-75.170581,Canary Creek-Broadkill River,134.29,65.4,7/1/2020,12/31/2025
6230,Herring Creek Sanitary Sewer Dist - North Gravity Sewer & Force Main - Ph. 2.,38.39304,-75.10337,Assawoman Bay,4,4,9/1/2020,12/31/2021
6231,Herring Creek Sanitary Sewer Dist - North Gravity Sewer & Force Main - Ph 1.,38.39304,-75.10337,NULL,4,4,9/1/2020,12/31/2021
6232,Brick Mill Early Chidhood Center,39.457203,-75.687237,Drawyer Creek-Appoquinimink River,45.15,30.1,8/3/2020,8/27/2021
6233,New Castle Avenue Hotel,39.695353,-75.558594,Broad Duke Canal-Delaware River,2.85,3.09,8/17/2020,8/16/2021
6234,Pugs Crossing,38.599959,-75.289107,Cow Bridge Branch-Indian River,6.5,6.4,9/1/2020,9/1/2021
6235,Jonathan C. Walton,38.755323,-75.429827,Gravelly Branch,118.1,10.7,8/1/2020,2/1/2021
6236,0 West 7th Street,39.6572,-75.5767,Army Creek-Delaware River,1,0.9,7/1/2020,10/31/2020
6237,ECO Properties Storage Units ,38.73886,-75.42115,Upper Deep Creek,22.5,5.7,10/2/2020,10/1/2021
6238,"T202007405, Rehabilitation of I-95",39.721,-75.577,Lower Christina River,5.9,5.9,8/1/2020,8/1/2021
6239,"T200507103, Br 1-086 and Br 1-085 Culvert Replacements, Pyles Ford Rd",39.81,-75.611,Middle Brandywine Creek,1.1,1.1,8/1/2020,12/31/2020
6240,Artisans' Bank - Route 24,38.727116,-75.137996,Rehoboth Canal-Rehoboth Bay,1.77,2.19,9/1/2020,9/1/2021
6241,GRAYS LANDING,39.554331,-75.684181,C&D Canal East-Delaware River,72.93,40,11/2/2020,8/1/2025
6242,Blue Diamond Park,39.62606,-75.621583,Army Creek-Delaware River,377.5,150,8/24/2020,9/1/2021
6243,Quarry Walk,39.793,-75.684,Red Clay Creek,20.4,11.7,9/1/2020,9/1/2023
6244,Mills Edge,39.803074,-75.676012,Red Clay Creek,4.6,4.4,3/1/2021,8/1/2023
6245,Starbucks Smyrna,39.284707,-75.594627,Duck Creek,0.91,1.05,8/1/2020,11/30/2020
6246,Schooner Landing Selbyville,38.462501,-75.201064,St. Martin River,65,58.1,4/1/2020,10/15/2021
6247,Prices Corner Shopping Center Pad Sites,39.736647,-75.625971,Red Clay Creek,2.03,2.03,8/3/2020,8/31/2021
6248,Satellite LNG Facility,39.612102,-75.629437,Army Creek-Delaware River,73,15,9/1/2020,12/31/2022
6249,MillerMetal Fabrication Facility,38.759208,-75.598732,Headwaters Nanticoke River,8.22,9.4,11/18/2020,6/4/2021
6250,Tommy's Express Car Wash - Middletown,39.4497,-75.7333,Drawyer Creek-Appoquinimink River,1.3,1.5,6/3/2020,11/11/2020
6251,"ALEXIS PROPERTIES, LLC",39.218946,-75.575895,Upper Leipsic River,2.1,1,9/1/2020,3/31/2021
6252,MILLVILLE BY THE SEA - VILLAGE 8,38.527048,-75.138014,Little Assawoman Bay,25.7,17.7,8/31/2020,8/31/2022
6253,USPS Dover Retail and Carrier Annex,39.155513,-75.529683,Upper Saint Jones River,4.9,5,7/1/2020,6/2/2021
6254,"MFC Murphy, LLC",38.487072,-75.158647,Little Assawoman Bay,2.28,1.8,8/3/2020,12/1/2020
6255,LaGrange Center,39.605032,-75.755362,Muddy Run,10.3,7.7,8/3/2020,8/31/2022
6256,DHCI - Regional Stormwater Management,39.2909,-75.6009,Duck Creek,55.18,31.87,1/29/2021,4/30/2021
6257,Milo's Haven,38.515916,-75.129684,Little Assawoman Bay,71.8,41.3,6/1/2020,6/1/2021
6258,Northgate Center Lot 1,39.148781,-75.501897,Upper Saint Jones River,2,2.1,9/14/2020,3/15/2021
6259,The Village of Twin Lakes,39.655303,-75.785929,Upper Christina River,7.65,1.97,2/1/2021,8/4/2023
6260,Tommy's Express Car Wash - Carver Road,39.159354,-75.542077,Upper Saint Jones River,1.9,2.1,9/1/2020,9/1/2023
6261,KD Financial - 1415 Pulaski Highway,39.625577,-75.680014,Middle Christina River,2.95,1.1,6/1/2021,8/31/2021
6262,Lakeshore Motor Company,38.668288,-75.593738,Clear Brook-Nanticoke River,6.78,6,6/1/2020,6/1/2021
6263,Christiana Care to Kirkwood Highway Hydraulic Improvement,39.69514,-75.672344,Lower White Clay Creek,3.6,3.6,9/7/2020,11/30/2020
6264,Harmony at Glasgow,39.587003,-75.746597,C&D Canal West-Back Creek,27.5,10.7,9/1/2020,12/1/2021
6265,Sandy Brae Industrial Park Lot 49 Ewing Towing,39.658647,-75.776702,Upper Christina River,1.2,1.3,3/1/2020,3/1/2021
6266,Patriot Realty LLC,39.438197,-75.74678,Bohemia River,1.1,1.2,5/1/2020,5/1/2021
6267,Middletown YMCA,39.446098,-75.707776,Drawyer Creek-Appoquinimink River,28.2,10.1,9/1/2020,9/1/2021
6268,North Ross Business Park - Phase 1,38.662192,-75.617333,Clear Brook-Nanticoke River,54.35,23.93,10/15/2020,6/15/2021
6269,Windsor Forest,39.663285,-75.630479,Middle Christina River,12.04,2.32,10/5/2020,12/23/2021
6270,Trap-White Wetland Creation Project,38.581252,-75.463579,Elliott Pond Branch,10,1.5,9/1/2020,10/1/2020
6271,T.P. No. 06-155.00-002 Hay Road,39.745,-75.508,Matson Run-Shellpot Creek,6.21,4.7,9/3/2020,9/3/2021
6272,Summit Pointe Subdivision,39.53142,-75.7441,C&D Canal West-Back Creek,189.96,92,9/9/2020,10/31/2023
6273,Freindship Hall,38.51618,-75.117232,Little Assawoman Bay,47.7,26.3,8/1/2020,6/30/2021
6274,Mountaire Millsboro - Trailer Parking Improvements - Phase 1,38.598742,-75.263638,Swan Creek-Indian River,639,36.5,7/1/2020,7/1/2023
6275,2020 Parking Additions,38.460215,-75.230507,St. Martin River,14.1,4.7,9/1/2020,2/26/2021
6276,Bishop's Landing Phase 4 - Add On,38.544288,-75.130699,White Creek-Indian River Bay,21.9,19.34,9/1/2020,3/1/2022
6277,RE Michel Company,38.748556,-75.184725,Canary Creek-Broadkill River,11.6,4.8,9/15/2020,9/15/2021
6278,"Gospel Church For All Nations, Inc.",39.69186,-75.588156,Lower Christina River,2.52,1.9,9/1/2020,9/1/2021
6279,Edge Moor Site II Ash Landfill Transmission Tower Replacement,39.740122,-75.51533,Matson Run-Shellpot Creek,28.7,1.9,9/18/2020,12/31/2020
6280,Chester Bethel Methodist Church,39.83262,-75.500402,Oldmans Creek-Delaware River,16.5,2.4,6/1/2021,6/1/2022
6281,3304 Old Capitol Trail,39.73323,-75.623842,Lower White Clay Creek,2.5,1.3,10/19/2020,10/19/2022
6282,Moose Lodge,39.445027,-75.723732,Drawyer Creek-Appoquinimink River,2.6,2.7,10/1/2020,10/1/2021
6283,King Commercial -  Lot #4,39.106736,-75.541409,Tidbury Creek,1.62,1.57,11/1/2020,5/31/2021
6284,SR 8 & SR 15 Relocation Project,39.161,-75.544009,Upper Saint Jones River,4.3,4.3,10/19/2020,12/31/2020
6285,Lion of Judah Ministry,39.170837,-75.51364,Little River-Delaware Bay,1.1,1,12/21/2020,12/23/2021
6286,Renu Chiropractic,39.61,-75.716,Muddy Run,1.4,1.3,6/1/2020,12/31/2020
6287,Middletown Marketplace,39.450461,-75.722934,Drawyer Creek-Appoquinimink River,3.01,3,6/17/2019,6/17/2020
6288,312 Carroll Drive,39.652299,-75.595206,Army Creek-Delaware River,53.35,6.8,9/16/2020,9/16/2021
6289,587 Union Church Road,39.392751,-75.645304,Blackbird Creek,5.9,3.2,6/1/2020,3/1/2022
6290,Elizabeth and Jefferson Street Road Restoration Project,39.454806,-75.711731,Drawyer Creek-Appoquinimink River,1.6,1.6,10/5/2020,5/5/2021
6291,Welches Pond - New NOI,38.7184,-75.1649,Herring Creek-Rehoboth Bay,200.7,114.7,1/1/2020,1/1/2026
6292,Briarcreek North,39.684421,-75.787041,Upper Christina River,16.3,12.2,7/13/2020,7/13/2023
6293,FSC Parcel 4S,39.805875,-75.448501,Oldmans Creek-Delaware River,17.1,16.5,1/1/2021,6/1/2024
6294,Artesian Water Connector Road,39.687928,-75.63493,Middle Christina River,24.5,2,1/4/2021,3/31/2021
6295,Tupelo Sands,38.528666,-75.144304,Little Assawoman Bay,33.23,20.93,3/1/2021,10/31/2021
6296,Merck Central Utilities Project,38.589845,-75.27976,Swan Creek-Indian River,18.6,2,10/8/2020,10/7/2022
6297,Parkview RV Display Area Expansion,39.322171,-75.621116,Smryna River,2.1,2.1,9/1/2020,12/1/2020
6298,100 GBC Drive,39.618977,-75.741874,Muddy Run,97.9,3.2,3/1/2021,8/1/2021
6299,Nicola's Restaurant ,38.749634,-75.1664,Canary Creek-Broadkill River,1.7,1.6,3/5/2021,1/3/2022
6300,Outer Banks - North and South,38.728168,-75.183331,Herring Creek-Rehoboth Bay,32.59,22.57,10/9/2020,12/31/2021
6301,301 Markus Court,39.658845,-75.772774,Upper Christina River,1.38,1.38,12/1/2020,6/1/2021
6302,BARRETT FARM REVISED,39.088876,-75.510691,Lower Saint Jones River,133,10.8,8/12/2020,10/21/2020
6303,Town of Bethel-Ph II- Snake Road,38.570296,-75.608363,Tussocky Branch-Broad Creek,75,5,10/19/2020,10/30/2020
6304,Atlantic Auto Repair & Restaurant,38.547515,-75.12026,White Creek-Indian River Bay,2,2.1,12/1/2020,6/1/2021
6305,Windstone Phase 2c and 2d,38.763099,-75.229052,Canary Creek-Broadkill River,15,13,10/19/2020,10/31/2021
6307,AWC DAGSBORO WTP TO BAYARD RD WATER MAIN EXT.,38.49549,-75.131344,Little Assawoman Bay,5.9,5.9,12/1/2020,4/1/2021
6308,Union Wholesale Dover Facility,39.154411,-75.486877,Little River-Delaware Bay,2,1.5,3/1/2021,11/1/2021
6309,Mulberry Knoll Pump Station & Force Main - Sussex County Project S20-14,38.704847,-75.147272,Herring Creek-Rehoboth Bay,2.62,2.62,12/20/2020,12/31/2021
6310,Chase Oaks,38.704134,-75.182852,Herring Creek-Rehoboth Bay,145.3,98,1/2/2020,10/1/2026
6311,Cypress Pointe A,38.582161,-75.625317,Tussocky Branch-Broad Creek,108.6,56.6,10/1/2019,10/1/2022
6312,Capital School District - Two Interconnected Middle Schools,39.176228,-75.53942,Upper Saint Jones River,43.7,31.5,12/1/2020,8/1/2022
6313,Bioenergy Alternative Fuel Processing Facility - Blades,38.601833,-75.606704,Butler Mill Branch-Nanticoke River,220.5,9.9,10/15/2020,7/1/2021
6314,Evergreen RPC,38.520876,-75.097576,Little Assawoman Bay,16.1,15.1,5/1/2021,5/1/2022
6315,Mt. Pleasant Underground Feeder Project,39.489545,-75.742836,Bohemia River,16.5,3.7,4/1/2021,5/31/2022
6316,Greenhill Car Wash,39.810303,-75.55184,Matson Run-Shellpot Creek,3.9,1,10/1/2020,10/1/2021
6317,Penn's Grant at Crooked Billet,39.770868,-75.592293,Lower Brandywine Creek,3.4,1.3,11/2/2020,11/1/2022
6318,Destiny Apartments,38.725647,-75.124994,Rehoboth Canal-Rehoboth Bay,1.3,1.5,11/8/2020,11/8/2021
